X,Y,Z,Normal_X,Normal_Y,Normal_Z,Feed_Rate,Is_Rapid
-142.830307,10.427304,-90.581951,-0.301354,0.107799,-0.947399,50.00,False
-142.830307,10.427304,-87.992104,-0.301354,0.107799,-0.947399,50.00,False
-143.071803,10.181781,-85.340454,-0.349653,0.058694,-0.935039,50.00,False
-143.071803,10.181781,-82.750606,-0.349653,0.058694,-0.935039,50.00,False
-143.071803,10.181781,-80.160759,-0.349653,0.058694,-0.935039,50.00,False
-143.093448,10.639421,-77.511261,-0.353982,0.150222,-0.923109,50.00,False
-143.253074,10.765463,-74.834389,-0.385908,0.175431,-0.905704,50.00,False
-143.499276,10.573788,-72.165323,-0.435148,0.137096,-0.889860,50.00,False
-143.499276,10.573788,-69.575475,-0.435148,0.137096,-0.889860,50.00,False
-143.906264,10.267480,-66.800802,-0.516546,0.075834,-0.852895,50.00,False
-143.906264,10.267480,-64.210955,-0.516546,0.075834,-0.852895,50.00,False
-144.167652,10.369328,-61.440702,-0.568823,0.096204,-0.816814,50.00,False
-144.507694,9.387765,-58.613775,-0.636832,0.049718,-0.769398,50.00,False
-144.542855,9.689617,-55.962832,-0.643864,0.110088,-0.757179,50.00,False
-137.369905,8.798568,-46.548282,0.790726,0.073337,0.607761,50.00,False
-137.070124,8.644073,-44.377420,0.850682,0.042438,0.523964,50.00,False
-145.814203,8.906419,-46.554189,-0.898133,0.094907,-0.429359,50.00,False
-145.813182,11.825443,-43.703957,-0.897929,0.226675,-0.377282,50.00,False
-146.161374,8.820427,-40.429514,-0.967568,0.077708,-0.240363,50.00,False
-136.345592,8.593298,-36.197381,0.995589,0.032283,0.088094,50.00,False
-146.322477,8.510270,-34.114722,-0.999788,0.015677,-0.013344,50.00,False
-146.318300,8.151080,-31.254220,-0.998953,0.020735,0.040787,50.00,False
-145.986194,11.919637,-27.537676,-0.932532,0.244052,0.266126,50.00,False
-145.784723,11.469875,-24.613847,-0.892237,0.305082,0.332923,50.00,False
-145.830192,8.363525,-25.831070,-0.901331,0.063224,-0.428491,50.00,False
-143.756539,12.044485,-21.865443,-0.486601,0.860063,-0.153336,50.00,False
-142.549885,11.789218,-18.828249,-0.245270,0.967349,-0.063866,50.00,False
-142.394474,7.551215,-20.766193,-0.214187,0.119748,-0.969425,50.00,False
-142.542737,8.235391,-18.005510,-0.243840,0.256584,-0.935258,50.00,False
-143.004808,8.932663,-15.011631,-0.336254,0.396038,-0.854451,50.00,False
-143.506085,8.780703,-12.091081,-0.436510,0.433619,-0.788311,50.00,False
-144.003262,9.509615,-8.498753,-0.535945,0.606001,-0.587815,50.00,False
-144.615488,9.767160,-4.309104,-0.658390,0.703403,-0.267854,50.00,False
-145.959193,7.068304,-1.137928,-0.927131,0.342707,-0.151589,50.00,False
-145.122810,8.945471,2.885290,-0.759855,0.635903,0.135085,50.00,False
-144.620445,8.906712,6.865151,-0.659382,0.628151,0.413088,50.00,False
-143.682541,9.203249,10.744815,-0.471801,0.571922,0.671051,50.00,False
-143.315476,8.849850,13.820122,-0.398388,0.501242,0.768143,50.00,False
-143.154510,7.841137,16.974369,-0.366195,0.299499,0.881023,50.00,False
-142.870257,7.693149,19.718322,-0.309344,0.269901,0.911844,50.00,False
-142.688292,6.617176,22.499143,-0.272951,0.151407,0.950039,50.00,False
-142.688292,6.617176,25.088991,-0.272951,0.151407,0.950039,50.00,False
-142.654640,10.267236,23.627909,-0.266221,0.953713,0.139853,50.00,False
-145.048046,9.599802,27.102808,-0.744902,0.587128,0.316863,50.00,False
-146.084615,7.579808,26.886161,-0.952216,0.183129,-0.244436,50.00,False
-146.279176,7.276595,30.440189,-0.991128,0.122486,-0.051600,50.00,False
-146.245670,7.314334,33.879540,-0.984427,0.130034,0.118301,50.00,False
-145.978518,7.934427,37.188447,-0.930996,0.254053,0.262113,50.00,False
-145.978518,7.934427,39.778294,-0.930996,0.254053,0.262113,50.00,False
-145.781520,7.041101,43.096647,-0.891597,0.196833,0.407814,50.00,False
-145.178883,7.366940,46.549182,-0.771069,0.262001,0.580351,50.00,False
-145.178883,7.366940,49.139030,-0.771069,0.262001,0.580351,50.00,False
-145.059720,7.057357,51.995730,-0.747237,0.200084,0.633722,50.00,False
-144.613130,6.927117,55.080485,-0.657919,0.174036,0.732703,50.00,False
-144.387075,7.092113,57.820363,-0.612708,0.207036,0.762709,50.00,False
